no,system_group,hostname,server_name,role,lifecycle,runtime_scope,cpu_original,cpu_allocated,memory_gb,hostname_app_code_raw,application_coarse,middleware_classification,ha_candidate_group,ha_status,dr_flag,dr_target,dr_target_status,apache_instance,apache_listen,route_target_was,tomcat_jvm,connector_port,catalina_base,war_artifact,serviceid_set,db_target,mapping_status
48,IT 서비스 및 업무지원,sbimxdlowb05,단말배포 WEB #05,WEB,신규,IN_SCOPE,-,4,8,IMXD,단말배포,Apache HTTP Server [WORKING_ARCH_RULE],sbimxdlowb,CANDIDATE_BY_NAMING_ONLY,O,sbimxdlowb55,CANDIDATE_BY_NAMING_RULE,UNKNOWN,UNKNOWN,UNKNOWN,N/A,N/A,N/A,N/A,N/A,N/A,PARTIAL_SERVER_ONLY
49,IT 서비스 및 업무지원,sbimxdlowb06,단말배포 WEB #06,WEB,신규,IN_SCOPE,-,4,8,IMXD,단말배포,Apache HTTP Server [WORKING_ARCH_RULE],sbimxdlowb,CANDIDATE_BY_NAMING_ONLY,O,sbimxdlowb56,CANDIDATE_BY_NAMING_RULE,UNKNOWN,UNKNOWN,UNKNOWN,N/A,N/A,N/A,N/A,N/A,N/A,PARTIAL_SERVER_ONLY
50,IT 서비스 및 업무지원,sbimxdlows01,단말배포 WAS #01,WAS,신규,IN_SCOPE,-,4,8,IMXD,단말배포,Tomcat JVM [WORKING_ARCH_RULE],sbimxdlows,CANDIDATE_BY_NAMING_ONLY,O,sbimxdlows51,CANDIDATE_BY_NAMING_RULE,N/A,N/A,N/A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL_SERVER_ONLY
51,IT 서비스 및 업무지원,sbimxdlows02,단말배포 WAS #02,WAS,신규,IN_SCOPE,-,4,8,IMXD,단말배포,Tomcat JVM [WORKING_ARCH_RULE],sbimxdlows,CANDIDATE_BY_NAMING_ONLY,O,sbimxdlows52,CANDIDATE_BY_NAMING_RULE,N/A,N/A,N/A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL_SERVER_ONLY
52,IT 서비스 및 업무지원,sbimxdlows03,단말배포 WAS #03,WAS,신규,IN_SCOPE,-,4,8,IMXD,단말배포,Tomcat JVM [WORKING_ARCH_RULE],sbimxdlows,CANDIDATE_BY_NAMING_ONLY,O,sbimxdlows53,CANDIDATE_BY_NAMING_RULE,N/A,N/A,N/A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL_SERVER_ONLY
53,IT 서비스 및 업무지원,sbimxdlows04,단말배포 WAS #04,WAS,신규,IN_SCOPE,-,4,8,IMXD,단말배포,Tomcat JVM [WORKING_ARCH_RULE],sbimxdlows,CANDIDATE_BY_NAMING_ONLY,O,sbimxdlows54,CANDIDATE_BY_NAMING_RULE,N/A,N/A,N/A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL_SERVER_ONLY
54,IT 서비스 및 업무지원,sbimxdlows05,단말배포 WAS #05,WAS,신규,IN_SCOPE,-,4,8,IMXD,단말배포,Tomcat JVM [WORKING_ARCH_RULE],sbimxdlows,CANDIDATE_BY_NAMING_ONLY,O,sbimxdlows55,CANDIDATE_BY_NAMING_RULE,N/A,N/A,N/A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL_SERVER_ONLY
55,IT 서비스 및 업무지원,sbimxdlows06,단말배포 WAS #06,WAS,신규,IN_SCOPE,-,4,8,IMXD,단말배포,Tomcat JVM [WORKING_ARCH_RULE],sbimxdlows,CANDIDATE_BY_NAMING_ONLY,O,sbimxdlows56,CANDIDATE_BY_NAMING_RULE,N/A,N/A,N/A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL_SERVER_ONLY
56,IT 서비스 및 업무지원,sbimxloap01,배치 AP #01,AP,신규,IN_SCOPE,16,16,256,IMXL,배치,Solution/runtime UNKNOWN,,UNKNOWN,-,,NOT_INDICATED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,UNKNOWN,PARTIAL_SERVER_ONLY
57,IT 서비스 및 업무지원,sbimcdloap01,UNO Dashboard #01,AP,신규,IN_SCOPE,4,4,8,IMCD,UNO Dashboard,Solution/runtime UNKNOWN,,UNKNOWN,-,,NOT_INDICATED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,UNKNOWN,PARTIAL_SERVER_ONLY
58,IT 서비스 및 업무지원,sbimrdlows01,솔루션(RD) WAS #01,WAS,신규,IN_SCOPE,0,0,0,IMRD,솔루션(RD),Tomcat JVM [WORKING_ARCH_RULE],sbimrdlows,CANDIDATE_BY_NAMING_ONLY,-,,NOT_INDICATED,N/A,N/A,N/A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL_SERVER_ONLY
59,IT 서비스 및 업무지원,sbimrdlows02,솔루션(RD) WAS #02,WAS,신규,IN_SCOPE,0,0,0,IMRD,솔루션(RD),Tomcat JVM [WORKING_ARCH_RULE],sbimrdlows,CANDIDATE_BY_NAMING_ONLY,-,,NOT_INDICATED,N/A,N/A,N/A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL_SERVER_ONLY
60,IT 서비스 및 업무지원,sbimdtlot01,ETL #01,AP,단독,IN_SCOPE,64,64,512,IMDT,ETL,DataStage [STRATEGY_BASELINE],sbimdtlot,CANDIDATE_BY_NAMING_ONLY,-,,NOT_INDICATED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,UNKNOWN,PARTIAL_SERVER_ONLY
61,IT 서비스 및 업무지원,sbimdtlot02,ETL #02,AP,단독,IN_SCOPE,64,64,512,IMDT,ETL,DataStage [STRATEGY_BASELINE],sbimdtlot,CANDIDATE_BY_NAMING_ONLY,-,,NOT_INDICATED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,UNKNOWN,UNKNOWN,PARTIAL_SERVER_ONLY
62,IT 서비스 및 업무지원,sbimcdicdb01,CDC 중계 DB #01,DB,단독,IN_SCOPE,8,8,384,IMCD,CDC 중계,CDC relay DB; product/runtime UNKNOWN,sbimcdicdb,CANDIDATE_BY_NAMING_ONLY,-,,NOT_INDICATED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SELF,PARTIAL_SERVER_ONLY
63,IT 서비스 및 업무지원,sbimcdicdb02,CDC 중계 DB #02,DB,단독,IN_SCOPE,8,8,384,IMCD,CDC 중계,CDC relay DB; product/runtime UNKNOWN,sbimcdicdb,CANDIDATE_BY_NAMING_ONLY,-,,NOT_INDICATED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SELF,PARTIAL_SERVER_ONLY
64,데이터플랫폼 시스템,sbrdcoxodb01,RDW 어플라이언스 #01,DB,어플라이언스,IN_SCOPE,96,96,1024,RDCO,RDW 어플라이언스,Oracle Exadata / RDW [CONFIRMED_CLASS],sbrdcoxodb,CANDIDATE_BY_NAMING_ONLY,O,sbrdcoxodb51,CONFIRMED_EXAMPLE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SELF,PARTIAL_SERVER_ONLY
65,데이터플랫폼 시스템,sbrdcoxodb02,RDW 어플라이언스 #02,DB,어플라이언스,IN_SCOPE,96,96,1024,RDCO,RDW 어플라이언스,Oracle Exadata / RDW [CONFIRMED_CLASS],sbrdcoxodb,CANDIDATE_BY_NAMING_ONLY,O,sbrdcoxodb52,CONFIRMED_EXAMPLE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SELF,PARTIAL_SERVER_ONLY
